filepath,filename,emotion,actor,intensity,gender
D://Speech Project//raw\Actor_08\03-01-05-02-02-01-08.wav,03-01-05-02-02-01-08.wav,angry,08,strong,female
D://Speech Project//raw\Actor_08\03-01-05-02-02-02-08.wav,03-01-05-02-02-02-08.wav,angry,08,strong,female
D://Speech Project//raw\Actor_08\03-01-06-01-01-01-08.wav,03-01-06-01-01-01-08.wav,fearful,08,normal,female
D://Speech Project//raw\Actor_08\03-01-06-01-01-02-08.wav,03-01-06-01-01-02-08.wav,fearful,08,normal,female
D://Speech Project//raw\Actor_08\03-01-06-01-02-01-08.wav,03-01-06-01-02-01-08.wav,fearful,08,normal,female
D://Speech Project//raw\Actor_08\03-01-06-01-02-02-08.wav,03-01-06-01-02-02-08.wav,fearful,08,normal,female
D://Speech Project//raw\Actor_08\03-01-06-02-01-01-08.wav,03-01-06-02-01-01-08.wav,fearful,08,strong,female
D://Speech Project//raw\Actor_08\03-01-06-02-01-02-08.wav,03-01-06-02-01-02-08.wav,fearful,08,strong,female
D://Speech Project//raw\Actor_08\03-01-06-02-02-01-08.wav,03-01-06-02-02-01-08.wav,fearful,08,strong,female
D://Speech Project//raw\Actor_08\03-01-06-02-02-02-08.wav,03-01-06-02-02-02-08.wav,fearful,08,strong,female
D://Speech Project//raw\Actor_08\03-01-07-01-01-01-08.wav,03-01-07-01-01-01-08.wav,disgust,08,normal,female
D://Speech Project//raw\Actor_08\03-01-07-01-01-02-08.wav,03-01-07-01-01-02-08.wav,disgust,08,normal,female
D://Speech Project//raw\Actor_08\03-01-07-01-02-01-08.wav,03-01-07-01-02-01-08.wav,disgust,08,normal,female
D://Speech Project//raw\Actor_08\03-01-07-01-02-02-08.wav,03-01-07-01-02-02-08.wav,disgust,08,normal,female
D://Speech Project//raw\Actor_08\03-01-07-02-01-01-08.wav,03-01-07-02-01-01-08.wav,disgust,08,strong,female
D://Speech Project//raw\Actor_08\03-01-07-02-01-02-08.wav,03-01-07-02-01-02-08.wav,disgust,08,strong,female
D://Speech Project//raw\Actor_08\03-01-07-02-02-01-08.wav,03-01-07-02-02-01-08.wav,disgust,08,strong,female
D://Speech Project//raw\Actor_08\03-01-07-02-02-02-08.wav,03-01-07-02-02-02-08.wav,disgust,08,strong,female
D://Speech Project//raw\Actor_08\03-01-08-01-01-01-08.wav,03-01-08-01-01-01-08.wav,surprised,08,normal,female
D://Speech Project//raw\Actor_08\03-01-08-01-01-02-08.wav,03-01-08-01-01-02-08.wav,surprised,08,normal,female
D://Speech Project//raw\Actor_08\03-01-08-01-02-01-08.wav,03-01-08-01-02-01-08.wav,surprised,08,normal,female
D://Speech Project//raw\Actor_08\03-01-08-01-02-02-08.wav,03-01-08-01-02-02-08.wav,surprised,08,normal,female
D://Speech Project//raw\Actor_08\03-01-08-02-01-01-08.wav,03-01-08-02-01-01-08.wav,surprised,08,strong,female
D://Speech Project//raw\Actor_08\03-01-08-02-01-02-08.wav,03-01-08-02-01-02-08.wav,surprised,08,strong,female
D://Speech Project//raw\Actor_08\03-01-08-02-02-01-08.wav,03-01-08-02-02-01-08.wav,surprised,08,strong,female
D://Speech Project//raw\Actor_08\03-01-08-02-02-02-08.wav,03-01-08-02-02-02-08.wav,surprised,08,strong,female
D://Speech Project//raw\Actor_09\03-01-01-01-01-01-09.wav,03-01-01-01-01-01-09.wav,neutral,09,normal,male
D://Speech Project//raw\Actor_09\03-01-01-01-01-02-09.wav,03-01-01-01-01-02-09.wav,neutral,09,normal,male
D://Speech Project//raw\Actor_09\03-01-01-01-02-01-09.wav,03-01-01-01-02-01-09.wav,neutral,09,normal,male
D://Speech Project//raw\Actor_09\03-01-01-01-02-02-09.wav,03-01-01-01-02-02-09.wav,neutral,09,normal,male
D://Speech Project//raw\Actor_09\03-01-02-01-01-01-09.wav,03-01-02-01-01-01-09.wav,calm,09,normal,male
D://Speech Project//raw\Actor_09\03-01-02-01-01-02-09.wav,03-01-02-01-01-02-09.wav,calm,09,normal,male
D://Speech Project//raw\Actor_09\03-01-02-01-02-01-09.wav,03-01-02-01-02-01-09.wav,calm,09,normal,male
D://Speech Project//raw\Actor_09\03-01-02-01-02-02-09.wav,03-01-02-01-02-02-09.wav,calm,09,normal,male
D://Speech Project//raw\Actor_09\03-01-02-02-01-01-09.wav,03-01-02-02-01-01-09.wav,calm,09,strong,male
D://Speech Project//raw\Actor_09\03-01-02-02-01-02-09.wav,03-01-02-02-01-02-09.wav,calm,09,strong,male
D://Speech Project//raw\Actor_09\03-01-02-02-02-01-09.wav,03-01-02-02-02-01-09.wav,calm,09,strong,male
D://Speech Project//raw\Actor_09\03-01-02-02-02-02-09.wav,03-01-02-02-02-02-09.wav,calm,09,strong,male
D://Speech Project//raw\Actor_09\03-01-03-01-01-01-09.wav,03-01-03-01-01-01-09.wav,happy,09,normal,male
D://Speech Project//raw\Actor_09\03-01-03-01-01-02-09.wav,03-01-03-01-01-02-09.wav,happy,09,normal,male
D://Speech Project//raw\Actor_09\03-01-03-01-02-01-09.wav,03-01-03-01-02-01-09.wav,happy,09,normal,male
D://Speech Project//raw\Actor_09\03-01-03-01-02-02-09.wav,03-01-03-01-02-02-09.wav,happy,09,normal,male
D://Speech Project//raw\Actor_09\03-01-03-02-01-01-09.wav,03-01-03-02-01-01-09.wav,happy,09,strong,male
D://Speech Project//raw\Actor_09\03-01-03-02-01-02-09.wav,03-01-03-02-01-02-09.wav,happy,09,strong,male
D://Speech Project//raw\Actor_09\03-01-03-02-02-01-09.wav,03-01-03-02-02-01-09.wav,happy,09,strong,male
D://Speech Project//raw\Actor_09\03-01-03-02-02-02-09.wav,03-01-03-02-02-02-09.wav,happy,09,strong,male
D://Speech Project//raw\Actor_09\03-01-04-01-01-01-09.wav,03-01-04-01-01-01-09.wav,sad,09,normal,male
D://Speech Project//raw\Actor_09\03-01-04-01-01-02-09.wav,03-01-04-01-01-02-09.wav,sad,09,normal,male
D://Speech Project//raw\Actor_09\03-01-04-01-02-01-09.wav,03-01-04-01-02-01-09.wav,sad,09,normal,male
D://Speech Project//raw\Actor_09\03-01-04-01-02-02-09.wav,03-01-04-01-02-02-09.wav,sad,09,normal,male
D://Speech Project//raw\Actor_09\03-01-04-02-01-01-09.wav,03-01-04-02-01-01-09.wav,sad,09,strong,male
D://Speech Project//raw\Actor_09\03-01-04-02-01-02-09.wav,03-01-04-02-01-02-09.wav,sad,09,strong,male
D://Speech Project//raw\Actor_09\03-01-04-02-02-01-09.wav,03-01-04-02-02-01-09.wav,sad,09,strong,male
D://Speech Project//raw\Actor_09\03-01-04-02-02-02-09.wav,03-01-04-02-02-02-09.wav,sad,09,strong,male
D://Speech Project//raw\Actor_09\03-01-05-01-01-01-09.wav,03-01-05-01-01-01-09.wav,angry,09,normal,male
D://Speech Project//raw\Actor_09\03-01-05-01-01-02-09.wav,03-01-05-01-01-02-09.wav,angry,09,normal,male
D://Speech Project//raw\Actor_09\03-01-05-01-02-01-09.wav,03-01-05-01-02-01-09.wav,angry,09,normal,male
D://Speech Project//raw\Actor_09\03-01-05-01-02-02-09.wav,03-01-05-01-02-02-09.wav,angry,09,normal,male
D://Speech Project//raw\Actor_09\03-01-05-02-01-01-09.wav,03-01-05-02-01-01-09.wav,angry,09,strong,male
D://Speech Project//raw\Actor_09\03-01-05-02-01-02-09.wav,03-01-05-02-01-02-09.wav,angry,09,strong,male
D://Speech Project//raw\Actor_09\03-01-05-02-02-01-09.wav,03-01-05-02-02-01-09.wav,angry,09,strong,male
D://Speech Project//raw\Actor_09\03-01-05-02-02-02-09.wav,03-01-05-02-02-02-09.wav,angry,09,strong,male
D://Speech Project//raw\Actor_09\03-01-06-01-01-01-09.wav,03-01-06-01-01-01-09.wav,fearful,09,normal,male
D://Speech Project//raw\Actor_09\03-01-06-01-01-02-09.wav,03-01-06-01-01-02-09.wav,fearful,09,normal,male
D://Speech Project//raw\Actor_09\03-01-06-01-02-01-09.wav,03-01-06-01-02-01-09.wav,fearful,09,normal,male
D://Speech Project//raw\Actor_09\03-01-06-01-02-02-09.wav,03-01-06-01-02-02-09.wav,fearful,09,normal,male
D://Speech Project//raw\Actor_09\03-01-06-02-01-01-09.wav,03-01-06-02-01-01-09.wav,fearful,09,strong,male
D://Speech Project//raw\Actor_09\03-01-06-02-01-02-09.wav,03-01-06-02-01-02-09.wav,fearful,09,strong,male
D://Speech Project//raw\Actor_09\03-01-06-02-02-01-09.wav,03-01-06-02-02-01-09.wav,fearful,09,strong,male
D://Speech Project//raw\Actor_09\03-01-06-02-02-02-09.wav,03-01-06-02-02-02-09.wav,fearful,09,strong,male
D://Speech Project//raw\Actor_09\03-01-07-01-01-01-09.wav,03-01-07-01-01-01-09.wav,disgust,09,normal,male
D://Speech Project//raw\Actor_09\03-01-07-01-01-02-09.wav,03-01-07-01-01-02-09.wav,disgust,09,normal,male
D://Speech Project//raw\Actor_09\03-01-07-01-02-01-09.wav,03-01-07-01-02-01-09.wav,disgust,09,normal,male
D://Speech Project//raw\Actor_09\03-01-07-01-02-02-09.wav,03-01-07-01-02-02-09.wav,disgust,09,normal,male
D://Speech Project//raw\Actor_09\03-01-07-02-01-01-09.wav,03-01-07-02-01-01-09.wav,disgust,09,strong,male
D://Speech Project//raw\Actor_09\03-01-07-02-01-02-09.wav,03-01-07-02-01-02-09.wav,disgust,09,strong,male
D://Speech Project//raw\Actor_09\03-01-07-02-02-01-09.wav,03-01-07-02-02-01-09.wav,disgust,09,strong,male
D://Speech Project//raw\Actor_09\03-01-07-02-02-02-09.wav,03-01-07-02-02-02-09.wav,disgust,09,strong,male
D://Speech Project//raw\Actor_09\03-01-08-01-01-01-09.wav,03-01-08-01-01-01-09.wav,surprised,09,normal,male
D://Speech Project//raw\Actor_09\03-01-08-01-01-02-09.wav,03-01-08-01-01-02-09.wav,surprised,09,normal,male
D://Speech Project//raw\Actor_09\03-01-08-01-02-01-09.wav,03-01-08-01-02-01-09.wav,surprised,09,normal,male
D://Speech Project//raw\Actor_09\03-01-08-01-02-02-09.wav,03-01-08-01-02-02-09.wav,surprised,09,normal,male
D://Speech Project//raw\Actor_09\03-01-08-02-01-01-09.wav,03-01-08-02-01-01-09.wav,surprised,09,strong,male
D://Speech Project//raw\Actor_09\03-01-08-02-01-02-09.wav,03-01-08-02-01-02-09.wav,surprised,09,strong,male
D://Speech Project//raw\Actor_09\03-01-08-02-02-01-09.wav,03-01-08-02-02-01-09.wav,surprised,09,strong,male
D://Speech Project//raw\Actor_09\03-01-08-02-02-02-09.wav,03-01-08-02-02-02-09.wav,surprised,09,strong,male
D://Speech Project//raw\Actor_10\03-01-01-01-01-01-10.wav,03-01-01-01-01-01-10.wav,neutral,10,normal,female
D://Speech Project//raw\Actor_10\03-01-01-01-01-02-10.wav,03-01-01-01-01-02-10.wav,neutral,10,normal,female
D://Speech Project//raw\Actor_10\03-01-01-01-02-01-10.wav,03-01-01-01-02-01-10.wav,neutral,10,normal,female
D://Speech Project//raw\Actor_10\03-01-01-01-02-02-10.wav,03-01-01-01-02-02-10.wav,neutral,10,normal,female
D://Speech Project//raw\Actor_10\03-01-02-01-01-01-10.wav,03-01-02-01-01-01-10.wav,calm,10,normal,female
D://Speech Project//raw\Actor_10\03-01-02-01-01-02-10.wav,03-01-02-01-01-02-10.wav,calm,10,normal,female
D://Speech Project//raw\Actor_10\03-01-02-01-02-01-10.wav,03-01-02-01-02-01-10.wav,calm,10,normal,female
D://Speech Project//raw\Actor_10\03-01-02-01-02-02-10.wav,03-01-02-01-02-02-10.wav,calm,10,normal,female
D://Speech Project//raw\Actor_10\03-01-02-02-01-01-10.wav,03-01-02-02-01-01-10.wav,calm,10,strong,female
D://Speech Project//raw\Actor_10\03-01-02-02-01-02-10.wav,03-01-02-02-01-02-10.wav,calm,10,strong,female
D://Speech Project//raw\Actor_10\03-01-02-02-02-01-10.wav,03-01-02-02-02-01-10.wav,calm,10,strong,female
D://Speech Project//raw\Actor_10\03-01-02-02-02-02-10.wav,03-01-02-02-02-02-10.wav,calm,10,strong,female
D://Speech Project//raw\Actor_10\03-01-03-01-01-01-10.wav,03-01-03-01-01-01-10.wav,happy,10,normal,female
D://Speech Project//raw\Actor_10\03-01-03-01-01-02-10.wav,03-01-03-01-01-02-10.wav,happy,10,normal,female
D://Speech Project//raw\Actor_10\03-01-03-01-02-01-10.wav,03-01-03-01-02-01-10.wav,happy,10,normal,female
D://Speech Project//raw\Actor_10\03-01-03-01-02-02-10.wav,03-01-03-01-02-02-10.wav,happy,10,normal,female
D://Speech Project//raw\Actor_10\03-01-03-02-01-01-10.wav,03-01-03-02-01-01-10.wav,happy,10,strong,female
D://Speech Project//raw\Actor_10\03-01-03-02-01-02-10.wav,03-01-03-02-01-02-10.wav,happy,10,strong,female
D://Speech Project//raw\Actor_10\03-01-03-02-02-01-10.wav,03-01-03-02-02-01-10.wav,happy,10,strong,female
D://Speech Project//raw\Actor_10\03-01-03-02-02-02-10.wav,03-01-03-02-02-02-10.wav,happy,10,strong,female
D://Speech Project//raw\Actor_10\03-01-04-01-01-01-10.wav,03-01-04-01-01-01-10.wav,sad,10,normal,female
D://Speech Project//raw\Actor_10\03-01-04-01-01-02-10.wav,03-01-04-01-01-02-10.wav,sad,10,normal,female
D://Speech Project//raw\Actor_10\03-01-04-01-02-01-10.wav,03-01-04-01-02-01-10.wav,sad,10,normal,female
D://Speech Project//raw\Actor_10\03-01-04-01-02-02-10.wav,03-01-04-01-02-02-10.wav,sad,10,normal,female
D://Speech Project//raw\Actor_10\03-01-04-02-01-01-10.wav,03-01-04-02-01-01-10.wav,sad,10,strong,female
D://Speech Project//raw\Actor_10\03-01-04-02-01-02-10.wav,03-01-04-02-01-02-10.wav,sad,10,strong,female
D://Speech Project//raw\Actor_10\03-01-04-02-02-01-10.wav,03-01-04-02-02-01-10.wav,sad,10,strong,female
D://Speech Project//raw\Actor_10\03-01-04-02-02-02-10.wav,03-01-04-02-02-02-10.wav,sad,10,strong,female
D://Speech Project//raw\Actor_10\03-01-05-01-01-01-10.wav,03-01-05-01-01-01-10.wav,angry,10,normal,female
D://Speech Project//raw\Actor_10\03-01-05-01-01-02-10.wav,03-01-05-01-01-02-10.wav,angry,10,normal,female
D://Speech Project//raw\Actor_10\03-01-05-01-02-01-10.wav,03-01-05-01-02-01-10.wav,angry,10,normal,female
D://Speech Project//raw\Actor_10\03-01-05-01-02-02-10.wav,03-01-05-01-02-02-10.wav,angry,10,normal,female
D://Speech Project//raw\Actor_10\03-01-05-02-01-01-10.wav,03-01-05-02-01-01-10.wav,angry,10,strong,female
D://Speech Project//raw\Actor_10\03-01-05-02-01-02-10.wav,03-01-05-02-01-02-10.wav,angry,10,strong,female
D://Speech Project//raw\Actor_10\03-01-05-02-02-01-10.wav,03-01-05-02-02-01-10.wav,angry,10,strong,female
D://Speech Project//raw\Actor_10\03-01-05-02-02-02-10.wav,03-01-05-02-02-02-10.wav,angry,10,strong,female
D://Speech Project//raw\Actor_10\03-01-06-01-01-01-10.wav,03-01-06-01-01-01-10.wav,fearful,10,normal,female
D://Speech Project//raw\Actor_10\03-01-06-01-01-02-10.wav,03-01-06-01-01-02-10.wav,fearful,10,normal,female
D://Speech Project//raw\Actor_10\03-01-06-01-02-01-10.wav,03-01-06-01-02-01-10.wav,fearful,10,normal,female
D://Speech Project//raw\Actor_10\03-01-06-01-02-02-10.wav,03-01-06-01-02-02-10.wav,fearful,10,normal,female
D://Speech Project//raw\Actor_10\03-01-06-02-01-01-10.wav,03-01-06-02-01-01-10.wav,fearful,10,strong,female
D://Speech Project//raw\Actor_10\03-01-06-02-01-02-10.wav,03-01-06-02-01-02-10.wav,fearful,10,strong,female
D://Speech Project//raw\Actor_10\03-01-06-02-02-01-10.wav,03-01-06-02-02-01-10.wav,fearful,10,strong,female
D://Speech Project//raw\Actor_10\03-01-06-02-02-02-10.wav,03-01-06-02-02-02-10.wav,fearful,10,strong,female
D://Speech Project//raw\Actor_10\03-01-07-01-01-01-10.wav,03-01-07-01-01-01-10.wav,disgust,10,normal,female
D://Speech Project//raw\Actor_10\03-01-07-01-01-02-10.wav,03-01-07-01-01-02-10.wav,disgust,10,normal,female
D://Speech Project//raw\Actor_10\03-01-07-01-02-01-10.wav,03-01-07-01-02-01-10.wav,disgust,10,normal,female
D://Speech Project//raw\Actor_10\03-01-07-01-02-02-10.wav,03-01-07-01-02-02-10.wav,disgust,10,normal,female
D://Speech Project//raw\Actor_10\03-01-07-02-01-01-10.wav,03-01-07-02-01-01-10.wav,disgust,10,strong,female
D://Speech Project//raw\Actor_10\03-01-07-02-01-02-10.wav,03-01-07-02-01-02-10.wav,disgust,10,strong,female
D://Speech Project//raw\Actor_10\03-01-07-02-02-01-10.wav,03-01-07-02-02-01-10.wav,disgust,10,strong,female
D://Speech Project//raw\Actor_10\03-01-07-02-02-02-10.wav,03-01-07-02-02-02-10.wav,disgust,10,strong,female
D://Speech Project//raw\Actor_10\03-01-08-01-01-01-10.wav,03-01-08-01-01-01-10.wav,surprised,10,normal,female
D://Speech Project//raw\Actor_10\03-01-08-01-01-02-10.wav,03-01-08-01-01-02-10.wav,surprised,10,normal,female
D://Speech Project//raw\Actor_10\03-01-08-01-02-01-10.wav,03-01-08-01-02-01-10.wav,surprised,10,normal,female
D://Speech Project//raw\Actor_10\03-01-08-01-02-02-10.wav,03-01-08-01-02-02-10.wav,surprised,10,normal,female
D://Speech Project//raw\Actor_10\03-01-08-02-01-01-10.wav,03-01-08-02-01-01-10.wav,surprised,10,strong,female
D://Speech Project//raw\Actor_10\03-01-08-02-01-02-10.wav,03-01-08-02-01-02-10.wav,surprised,10,strong,female
D://Speech Project//raw\Actor_10\03-01-08-02-02-01-10.wav,03-01-08-02-02-01-10.wav,surprised,10,strong,female
D://Speech Project//raw\Actor_10\03-01-08-02-02-02-10.wav,03-01-08-02-02-02-10.wav,surprised,10,strong,female
D://Speech Project//raw\Actor_11\03-01-01-01-01-01-11.wav,03-01-01-01-01-01-11.wav,neutral,11,normal,male
D://Speech Project//raw\Actor_11\03-01-01-01-01-02-11.wav,03-01-01-01-01-02-11.wav,neutral,11,normal,male
D://Speech Project//raw\Actor_11\03-01-01-01-02-01-11.wav,03-01-01-01-02-01-11.wav,neutral,11,normal,male
D://Speech Project//raw\Actor_11\03-01-01-01-02-02-11.wav,03-01-01-01-02-02-11.wav,neutral,11,normal,male
D://Speech Project//raw\Actor_11\03-01-02-01-01-01-11.wav,03-01-02-01-01-01-11.wav,calm,11,normal,male
D://Speech Project//raw\Actor_11\03-01-02-01-01-02-11.wav,03-01-02-01-01-02-11.wav,calm,11,normal,male
D://Speech Project//raw\Actor_11\03-01-02-01-02-01-11.wav,03-01-02-01-02-01-11.wav,calm,11,normal,male
D://Speech Project//raw\Actor_11\03-01-02-01-02-02-11.wav,03-01-02-01-02-02-11.wav,calm,11,normal,male
D://Speech Project//raw\Actor_11\03-01-02-02-01-01-11.wav,03-01-02-02-01-01-11.wav,calm,11,strong,male
D://Speech Project//raw\Actor_11\03-01-02-02-01-02-11.wav,03-01-02-02-01-02-11.wav,calm,11,strong,male
D://Speech Project//raw\Actor_11\03-01-02-02-02-01-11.wav,03-01-02-02-02-01-11.wav,calm,11,strong,male
D://Speech Project//raw\Actor_11\03-01-02-02-02-02-11.wav,03-01-02-02-02-02-11.wav,calm,11,strong,male
D://Speech Project//raw\Actor_11\03-01-03-01-01-01-11.wav,03-01-03-01-01-01-11.wav,happy,11,normal,male
D://Speech Project//raw\Actor_11\03-01-03-01-01-02-11.wav,03-01-03-01-01-02-11.wav,happy,11,normal,male
D://Speech Project//raw\Actor_11\03-01-03-01-02-01-11.wav,03-01-03-01-02-01-11.wav,happy,11,normal,male
D://Speech Project//raw\Actor_11\03-01-03-01-02-02-11.wav,03-01-03-01-02-02-11.wav,happy,11,normal,male
D://Speech Project//raw\Actor_11\03-01-03-02-01-01-11.wav,03-01-03-02-01-01-11.wav,happy,11,strong,male
D://Speech Project//raw\Actor_11\03-01-03-02-01-02-11.wav,03-01-03-02-01-02-11.wav,happy,11,strong,male
D://Speech Project//raw\Actor_11\03-01-03-02-02-01-11.wav,03-01-03-02-02-01-11.wav,happy,11,strong,male
D://Speech Project//raw\Actor_11\03-01-03-02-02-02-11.wav,03-01-03-02-02-02-11.wav,happy,11,strong,male
D://Speech Project//raw\Actor_11\03-01-04-01-01-01-11.wav,03-01-04-01-01-01-11.wav,sad,11,normal,male
D://Speech Project//raw\Actor_11\03-01-04-01-01-02-11.wav,03-01-04-01-01-02-11.wav,sad,11,normal,male
D://Speech Project//raw\Actor_11\03-01-04-01-02-01-11.wav,03-01-04-01-02-01-11.wav,sad,11,normal,male
D://Speech Project//raw\Actor_11\03-01-04-01-02-02-11.wav,03-01-04-01-02-02-11.wav,sad,11,normal,male
D://Speech Project//raw\Actor_11\03-01-04-02-01-01-11.wav,03-01-04-02-01-01-11.wav,sad,11,strong,male
D://Speech Project//raw\Actor_11\03-01-04-02-01-02-11.wav,03-01-04-02-01-02-11.wav,sad,11,strong,male
D://Speech Project//raw\Actor_11\03-01-04-02-02-01-11.wav,03-01-04-02-02-01-11.wav,sad,11,strong,male
D://Speech Project//raw\Actor_11\03-01-04-02-02-02-11.wav,03-01-04-02-02-02-11.wav,sad,11,strong,male
D://Speech Project//raw\Actor_11\03-01-05-01-01-01-11.wav,03-01-05-01-01-01-11.wav,angry,11,normal,male
D://Speech Project//raw\Actor_11\03-01-05-01-01-02-11.wav,03-01-05-01-01-02-11.wav,angry,11,normal,male
D://Speech Project//raw\Actor_11\03-01-05-01-02-01-11.wav,03-01-05-01-02-01-11.wav,angry,11,normal,male
D://Speech Project//raw\Actor_11\03-01-05-01-02-02-11.wav,03-01-05-01-02-02-11.wav,angry,11,normal,male
D://Speech Project//raw\Actor_11\03-01-05-02-01-01-11.wav,03-01-05-02-01-01-11.wav,angry,11,strong,male
D://Speech Project//raw\Actor_11\03-01-05-02-01-02-11.wav,03-01-05-02-01-02-11.wav,angry,11,strong,male
D://Speech Project//raw\Actor_11\03-01-05-02-02-01-11.wav,03-01-05-02-02-01-11.wav,angry,11,strong,male
D://Speech Project//raw\Actor_11\03-01-05-02-02-02-11.wav,03-01-05-02-02-02-11.wav,angry,11,strong,male
D://Speech Project//raw\Actor_11\03-01-06-01-01-01-11.wav,03-01-06-01-01-01-11.wav,fearful,11,normal,male
D://Speech Project//raw\Actor_11\03-01-06-01-01-02-11.wav,03-01-06-01-01-02-11.wav,fearful,11,normal,male
D://Speech Project//raw\Actor_11\03-01-06-01-02-01-11.wav,03-01-06-01-02-01-11.wav,fearful,11,normal,male
D://Speech Project//raw\Actor_11\03-01-06-01-02-02-11.wav,03-01-06-01-02-02-11.wav,fearful,11,normal,male
D://Speech Project//raw\Actor_11\03-01-06-02-01-01-11.wav,03-01-06-02-01-01-11.wav,fearful,11,strong,male
D://Speech Project//raw\Actor_11\03-01-06-02-01-02-11.wav,03-01-06-02-01-02-11.wav,fearful,11,strong,male
D://Speech Project//raw\Actor_11\03-01-06-02-02-01-11.wav,03-01-06-02-02-01-11.wav,fearful,11,strong,male
D://Speech Project//raw\Actor_11\03-01-06-02-02-02-11.wav,03-01-06-02-02-02-11.wav,fearful,11,strong,male
D://Speech Project//raw\Actor_11\03-01-07-01-01-01-11.wav,03-01-07-01-01-01-11.wav,disgust,11,normal,male
D://Speech Project//raw\Actor_11\03-01-07-01-01-02-11.wav,03-01-07-01-01-02-11.wav,disgust,11,normal,male
D://Speech Project//raw\Actor_11\03-01-07-01-02-01-11.wav,03-01-07-01-02-01-11.wav,disgust,11,normal,male
D://Speech Project//raw\Actor_11\03-01-07-01-02-02-11.wav,03-01-07-01-02-02-11.wav,disgust,11,normal,male
D://Speech Project//raw\Actor_11\03-01-07-02-01-01-11.wav,03-01-07-02-01-01-11.wav,disgust,11,strong,male
D://Speech Project//raw\Actor_11\03-01-07-02-01-02-11.wav,03-01-07-02-01-02-11.wav,disgust,11,strong,male
D://Speech Project//raw\Actor_11\03-01-07-02-02-01-11.wav,03-01-07-02-02-01-11.wav,disgust,11,strong,male
D://Speech Project//raw\Actor_11\03-01-07-02-02-02-11.wav,03-01-07-02-02-02-11.wav,disgust,11,strong,male
D://Speech Project//raw\Actor_11\03-01-08-01-01-01-11.wav,03-01-08-01-01-01-11.wav,surprised,11,normal,male
D://Speech Project//raw\Actor_11\03-01-08-01-01-02-11.wav,03-01-08-01-01-02-11.wav,surprised,11,normal,male
D://Speech Project//raw\Actor_11\03-01-08-01-02-01-11.wav,03-01-08-01-02-01-11.wav,surprised,11,normal,male
D://Speech Project//raw\Actor_11\03-01-08-01-02-02-11.wav,03-01-08-01-02-02-11.wav,surprised,11,normal,male
D://Speech Project//raw\Actor_11\03-01-08-02-01-01-11.wav,03-01-08-02-01-01-11.wav,surprised,11,strong,male
D://Speech Project//raw\Actor_11\03-01-08-02-01-02-11.wav,03-01-08-02-01-02-11.wav,surprised,11,strong,male
D://Speech Project//raw\Actor_11\03-01-08-02-02-01-11.wav,03-01-08-02-02-01-11.wav,surprised,11,strong,male
D://Speech Project//raw\Actor_11\03-01-08-02-02-02-11.wav,03-01-08-02-02-02-11.wav,surprised,11,strong,male
D://Speech Project//raw\Actor_13\03-01-01-01-01-01-13.wav,03-01-01-01-01-01-13.wav,neutral,13,normal,male
D://Speech Project//raw\Actor_13\03-01-01-01-01-02-13.wav,03-01-01-01-01-02-13.wav,neutral,13,normal,male
D://Speech Project//raw\Actor_13\03-01-01-01-02-01-13.wav,03-01-01-01-02-01-13.wav,neutral,13,normal,male
D://Speech Project//raw\Actor_13\03-01-01-01-02-02-13.wav,03-01-01-01-02-02-13.wav,neutral,13,normal,male
D://Speech Project//raw\Actor_13\03-01-02-01-01-01-13.wav,03-01-02-01-01-01-13.wav,calm,13,normal,male
D://Speech Project//raw\Actor_13\03-01-02-01-01-02-13.wav,03-01-02-01-01-02-13.wav,calm,13,normal,male
D://Speech Project//raw\Actor_13\03-01-02-01-02-01-13.wav,03-01-02-01-02-01-13.wav,calm,13,normal,male
D://Speech Project//raw\Actor_13\03-01-02-01-02-02-13.wav,03-01-02-01-02-02-13.wav,calm,13,normal,male
D://Speech Project//raw\Actor_13\03-01-02-02-01-01-13.wav,03-01-02-02-01-01-13.wav,calm,13,strong,male
D://Speech Project//raw\Actor_13\03-01-02-02-01-02-13.wav,03-01-02-02-01-02-13.wav,calm,13,strong,male
D://Speech Project//raw\Actor_13\03-01-02-02-02-01-13.wav,03-01-02-02-02-01-13.wav,calm,13,strong,male
D://Speech Project//raw\Actor_13\03-01-02-02-02-02-13.wav,03-01-02-02-02-02-13.wav,calm,13,strong,male
D://Speech Project//raw\Actor_13\03-01-03-01-01-01-13.wav,03-01-03-01-01-01-13.wav,happy,13,normal,male
D://Speech Project//raw\Actor_13\03-01-03-01-01-02-13.wav,03-01-03-01-01-02-13.wav,happy,13,normal,male
D://Speech Project//raw\Actor_13\03-01-03-01-02-01-13.wav,03-01-03-01-02-01-13.wav,happy,13,normal,male
D://Speech Project//raw\Actor_13\03-01-03-01-02-02-13.wav,03-01-03-01-02-02-13.wav,happy,13,normal,male
D://Speech Project//raw\Actor_13\03-01-03-02-01-01-13.wav,03-01-03-02-01-01-13.wav,happy,13,strong,male
D://Speech Project//raw\Actor_13\03-01-03-02-01-02-13.wav,03-01-03-02-01-02-13.wav,happy,13,strong,male
D://Speech Project//raw\Actor_13\03-01-03-02-02-01-13.wav,03-01-03-02-02-01-13.wav,happy,13,strong,male
D://Speech Project//raw\Actor_13\03-01-03-02-02-02-13.wav,03-01-03-02-02-02-13.wav,happy,13,strong,male
D://Speech Project//raw\Actor_13\03-01-04-01-01-01-13.wav,03-01-04-01-01-01-13.wav,sad,13,normal,male
